"Id","X1","X2","CLASS","MIN","INT","MAJ","Actual class safety"
"334.979195,123.02798,MIN","334.979195","123.02798","MIN","3","8","14","3"
"274.979195,109.694647,MIN","274.979195","109.694647","MIN","0","10","15","0"
"199.979195,149.694647,MIN","199.979195","149.694647","MIN","13","9","10","13"
"319.979195,96.361314,MIN","319.979195","96.361314","MIN","14","16","9","14"
"259.979195,176.361314,MIN","259.979195","176.361314","MIN","10","11","11","10"
"379.979195,136.361314,MIN","379.979195","136.361314","MIN","3","8","14","3"
"229.979195,91.916869,MIN","229.979195","91.916869","MIN","6","6","13","6"
"349.979195,171.916869,MIN","349.979195","171.916869","MIN","7","13","12","7"
"289.979195,131.916869,MIN","289.979195","131.916869","MIN","0","10","15","0"
"409.979195,118.583536,MIN","409.979195","118.583536","MIN","10","11","11","10"
"312.479195,158.583536,MIN","312.479195","158.583536","MIN","3","8","14","3"
"252.479195,105.250203,MIN","252.479195","105.250203","MIN","0","10","15","0"
"372.479195,185.250203,MIN","372.479195","185.250203","MIN","14","16","9","14"
"222.479195,145.250203,MIN","222.479195","145.250203","MIN","3","8","14","3"
"342.479195,87.472425,MIN","342.479195","87.472425","MIN","14","16","9","14"
"282.479195,167.472425,MIN","282.479195","167.472425","MIN","3","8","14","3"
"402.479195,127.472425,MIN","402.479195","127.472425","MIN","10","11","11","10"
"207.479195,114.139092,MIN","207.479195","114.139092","MIN","14","16","9","14"
"327.479195,194.139092,MIN","327.479195","194.139092","MIN","10","11","11","10"
"262.888176,437.642939,INT","262.888176","437.642939","INT","15","0","10","0"
"385.523992,265.054404,INT","385.523992","265.054404","INT","19","5","8","5"
"410.024434,279.990414,INT","410.024434","279.990414","INT","23","10","6","10"
"333.546146,236.901133,INT","333.546146","236.901133","INT","19","5","8","5"
"327.800987,501.950225,INT","327.800987","501.950225","INT","23","10","6","10"
"241.111396,241.79945,INT","241.111396","241.79945","INT","19","5","8","5"
"449.707524,383.098541,INT","449.707524","383.098541","INT","16","7","9","7"
"238.238816,374.323996,INT","238.238816","374.323996","INT","13","9","10","9"
"380.314658,510.406572,INT","380.314658","510.406572","INT","19","5","8","5"
"224.276737,295.140965,INT","224.276737","295.140965","INT","19","5","8","5"
"430.476263,336.039021,INT","430.476263","336.039021","INT","19","5","8","5"
"374.49434,266.575485,INT","374.49434","266.575485","INT","15","0","10","0"
"247.794949,426.969453,INT","247.794949","426.969453","INT","15","0","10","0"
"259.107126,226.562719,INT","259.107126","226.562719","INT","16","7","9","7"
"225.437808,333.245749,INT","225.437808","333.245749","INT","19","5","8","5"
"235.976171,268.998729,INT","235.976171","268.998729","INT","15","0","10","0"
"410.902981,516.980851,INT","410.902981","516.980851","INT","15","0","10","0"
"449.499109,363.831305,INT","449.499109","363.831305","INT","19","5","8","5"
"282.446847,445.7383,INT","282.446847","445.7383","INT","23","10","6","10"
"232.641992,283.848761,INT","232.641992","283.848761","INT","19","5","8","5"
"297.792791,231.693256,INT","297.792791","231.693256","INT","13","9","10","9"
"228.399926,359.001287,INT","228.399926","359.001287","INT","16","7","9","7"
"436.996053,500.300378,INT","436.996053","500.300378","INT","23","10","6","10"
"352.405228,243.784772,INT","352.405228","243.784772","INT","15","0","10","0"
"346.660069,508.833863,INT","346.660069","508.833863","INT","19","5","8","5"
"255.772947,241.412751,INT","255.772947","241.412751","INT","15","0","10","0"
"235.038593,384.249797,INT","235.038593","384.249797","INT","13","9","10","9"
"377.114435,520.332373,INT","377.114435","520.332373","INT","19","5","8","5"
"221.076514,305.066766,INT","221.076514","305.066766","INT","19","5","8","5"
"301.514344,471.889174,INT","301.514344","471.889174","INT","23","10","6","10"
"430.446456,310.206144,INT","430.446456","310.206144","INT","27","15","4","15"
"268.886753,432.564029,INT","268.886753","432.564029","INT","15","0","10","0"
"433.840249,347.021866,INT","433.840249","347.021866","INT","19","5","8","5"
"276.745989,466.801626,INT","276.745989","466.801626","INT","27","15","4","15"
"362.155164,504.734656,INT","362.155164","504.734656","INT","15","0","10","0"
"380.492917,261.496575,INT","380.492917","261.496575","INT","15","0","10","0"
"463.029512,431.954151,INT","463.029512","431.954151","INT","27","15","4","15"
"402.195005,271.585694,INT","402.195005","271.585694","INT","27","15","4","15"
"334.647604,223.340164,INT","334.647604","223.340164","INT","20","12","7","12"
"328.902444,488.389255,INT","328.902444","488.389255","INT","19","5","8","5"
"396.107473,522.291781,INT","396.107473","522.291781","INT","15","0","10","0"
"448.66568,448.325265,INT","448.66568","448.325265","INT","19","5","8","5"
"246.80323,414.61698,INT","246.80323","414.61698","INT","19","5","8","5"
"369.439046,242.028444,INT","369.439046","242.028444","INT","15","0","10","0"
"237.083217,260.281424,INT","237.083217","260.281424","INT","15","0","10","0"
"412.010027,508.263546,INT","412.010027","508.263546","INT","15","0","10","0"
"450.606155,355.114,INT","450.606155","355.114","INT","19","5","8","5"
"272.52424,438.542077,INT","272.52424","438.542077","INT","15","0","10","0"
"395.160057,265.953541,INT","395.160057","265.953541","INT","23","10","6","10"
"459.834878,446.723617,INT","459.834878","446.723617","INT","23","10","6","10"
"297.500661,220.552505,INT","297.500661","220.552505","INT","13","9","10","9"
"401.798725,291.202051,INT","401.798725","291.202051","INT","15","0","10","0"
"228.107795,347.860536,INT","228.107795","347.860536","INT","19","5","8","5"
"436.703923,489.159627,INT","436.703923","489.159627","INT","23","10","6","10"
"352.113097,232.644021,INT","352.113097","232.644021","INT","19","5","8","5"
"252.449266,225.021202,INT","252.449266","225.021202","INT","20","12","7","12"
"360.394424,511.675199,INT","360.394424","511.675199","INT","15","0","10","0"
"299.485691,488.678178,INT","299.485691","488.678178","INT","19","5","8","5"
"428.417803,326.995148,INT","428.417803","326.995148","INT","23","10","6","10"
"278.974015,219.400913,INT","278.974015","219.400913","INT","13","9","10","9"
"453.900824,467.383035,INT","453.900824","467.383035","INT","19","5","8","5"
"229.050398,277.305673,INT","229.050398","277.305673","INT","19","5","8","5"
"403.977208,525.287795,INT","403.977208","525.287795","INT","19","5","8","5"
"442.573336,372.13825,INT","442.573336","372.13825","INT","12","2","11","2"
"275.521074,454.045245,INT","275.521074","454.045245","INT","23","10","6","10"
"459.705831,415.562602,INT","459.705831","415.562602","INT","31","20","2","20"
"316.260503,222.108005,INT","316.260503","222.108005","INT","17","14","8","14"
"420.558567,292.757551,INT","420.558567","292.757551","INT","27","15","4","15"
"421.972938,510.051065,INT","421.972938","510.051065","INT","15","0","10","0"
"240.749832,251.163438,INT","240.749832","251.163438","INT","15","0","10","0"
"449.34596,392.462529,INT","449.34596","392.462529","INT","20","12","7","12"
"237.877253,383.687983,INT","237.877253","383.687983","INT","16","7","9","7"
"379.953094,519.77056,INT","379.953094","519.77056","INT","19","5","8","5"
"223.915173,304.504953,INT","223.915173","304.504953","INT","19","5","8","5"
"281.59411,473.157801,INT","281.59411","473.157801","INT","27","15","4","15"
"462.266079,456.090832,INT","462.266079","456.090832","INT","19","5","8","5"
"410.526222,311.474771,INT","410.526222","311.474771","INT","19","5","8","5"
"253.431962,431.254531,INT","253.431962","431.254531","INT","15","0","10","0"
"266.842905,234.482965,INT","266.842905","234.482965","INT","16","7","9","7"
"233.173587,341.165995,INT","233.173587","341.165995","INT","19","5","8","5"
"373.392302,456.953454,INT","373.392302","456.953454","INT","12","2","11","2"
"401.334588,325.350914,INT","401.334588","325.350914","INT","15","0","10","0"
"397.065104,430.45595,INT","397.065104","430.45595","INT","15","0","10","0"
"308.093961,366.353409,INT","308.093961","366.353409","INT","15","0","10","0"
"369.36958,292.485896,INT","369.36958","292.485896","INT","9","4","12","4"
"399.884009,390.338436,INT","399.884009","390.338436","INT","12","2","11","2"
"294.246199,297.368382,INT","294.246199","297.368382","INT","15","0","10","0"
"273.611002,424.752173,INT","273.611002","424.752173","INT","15","0","10","0"
"279.331066,254.659614,INT","279.331066","254.659614","INT","19","5","8","5"
"340.359923,450.364695,INT","340.359923","450.364695","INT","12","2","11","2"
"368.302209,318.762155,INT","368.302209","318.762155","INT","9","4","12","4"
"254.207685,346.144641,INT","254.207685","346.144641","INT","9","4","12","4"
"432.149971,474.349722,INT","432.149971","474.349722","INT","19","5","8","5"
"343.178828,410.247182,INT","343.178828","410.247182","INT","15","0","10","0"
"355.740519,364.504668,INT","355.740519","364.504668","INT","15","0","10","0"
"420.637588,386.909689,INT","420.637588","386.909689","INT","12","2","11","2"
"273.20973,356.557149,INT","273.20973","356.557149","INT","9","4","12","4"
"334.485349,282.689635,INT","334.485349","282.689635","INT","9","4","12","4"
"395.514206,478.394716,INT","395.514206","478.394716","INT","15","0","10","0"
"423.456493,346.792176,INT","423.456493","346.792176","INT","19","5","8","5"
"393.461718,441.089703,INT","393.461718","441.089703","INT","15","0","10","0"
"304.490575,376.987162,INT","304.490575","376.987162","INT","15","0","10","0"
"329.449448,465.217198,INT","329.449448","465.217198","INT","15","0","10","0"
"357.391734,333.614658,INT","357.391734","333.614658","INT","12","2","11","2"
"301.753924,327.247144,INT","301.753924","327.247144","INT","15","0","10","0"
"303.039995,441.974685,INT","303.039995","441.974685","INT","19","5","8","5"
"314.315615,281.504631,INT","314.315615","281.504631","INT","15","0","10","0"
"375.344472,477.209712,INT","375.344472","477.209712","INT","12","2","11","2"
"403.286758,345.607171,INT","403.286758","345.607171","INT","19","5","8","5"
"411.578964,404.969694,INT","411.578964","404.969694","INT","12","2","11","2"
"322.607821,340.867153,INT","322.607821","340.867153","INT","15","0","10","0"
"356.854541,398.074836,INT","356.854541","398.074836","INT","15","0","10","0"
"251.216731,305.104783,INT","251.216731","305.104783","INT","15","0","10","0"
"429.159017,433.309863,INT","429.159017","433.309863","INT","23","10","6","10"
"281.731159,402.957323,INT","281.731159","402.957323","INT","15","0","10","0"
"346.422467,425.005955,INT","346.422467","425.005955","INT","12","2","11","2"
"374.364754,293.403415,INT","374.364754","293.403415","INT","9","4","12","4"
"408.984158,465.865982,INT","408.984158","465.865982","INT","15","0","10","0"
"320.013015,401.763441,INT","320.013015","401.763441","INT","15","0","10","0"
"331.288634,241.293388,INT","331.288634","241.293388","INT","19","5","8","5"
"333.860776,470.748468,INT","333.860776","470.748468","INT","19","5","8","5"
"361.803063,339.145928,INT","361.803063","339.145928","INT","15","0","10","0"
"267.276364,265.420883,INT","267.276364","265.420883","INT","15","0","10","0"
"253.948256,388.585924,INT","253.948256","388.585924","INT","16","7","9","7"
"315.223876,314.71841,INT","315.223876","314.71841","INT","15","0","10","0"
"404.195019,378.82095,INT","404.195019","378.82095","INT","15","0","10","0"
"240.100495,319.600897,INT","240.100495","319.600897","INT","15","0","10","0"
"418.042781,447.805977,INT","418.042781","447.805977","INT","15","0","10","0"
"329.071638,383.703437,INT","329.071638","383.703437","INT","15","0","10","0"
"308.135487,459.940959,INT","308.135487","459.940959","INT","19","5","8","5"
"336.077773,328.338419,INT","336.077773","328.338419","INT","12","2","11","2"
"280.439963,321.970906,INT","280.439963","321.970906","INT","15","0","10","0"
"310.954392,419.823446,INT","310.954392","419.823446","INT","15","0","10","0"
"322.230011,259.353392,INT","322.230011","259.353392","INT","15","0","10","0"
"383.258868,455.058473,INT","383.258868","455.058473","INT","12","2","11","2"
"411.201154,323.455932,INT","411.201154","323.455932","INT","19","5","8","5"
"372.047439,418.764708,INT","372.047439","418.764708","INT","15","0","10","0"
"283.076296,354.662168,INT","283.076296","354.662168","INT","15","0","10","0"
"344.351915,280.794654,INT","344.351915","280.794654","INT","9","4","12","4"
"374.866344,378.647194,INT","374.866344","378.647194","INT","15","0","10","0"
"515.044539,121.752293,MAJ","515.044539","121.752293","MAJ","35","25","0","0"
"140.044539,521.752293,MAJ","140.044539","521.752293","MAJ","35","25","0","0"
"440.044539,321.752293,MAJ","440.044539","321.752293","MAJ","23","10","6","6"
"290.044539,32.863404,MAJ","290.044539","32.863404","MAJ","28","22","3","3"
"590.044539,432.863404,MAJ","590.044539","432.863404","MAJ","35","25","0","0"
"18.169539,232.863404,MAJ","18.169539","232.863404","MAJ","31","20","2","2"
"168.169539,566.196737,MAJ","168.169539","566.196737","MAJ","31","20","2","2"
"468.169539,366.196737,MAJ","468.169539","366.196737","MAJ","23","10","6","6"
"93.169539,99.530071,MAJ","93.169539","99.530071","MAJ","27","15","4","4"
"543.169539,2.410729,MAJ","543.169539","2.410729","MAJ","31","20","2","2"
"55.669539,402.410729,MAJ","55.669539","402.410729","MAJ","35","25","0","0"
"355.669539,202.410729,MAJ","355.669539","202.410729","MAJ","21","19","6","6"
"505.669539,535.744062,MAJ","505.669539","535.744062","MAJ","35","25","0","0"
"130.669539,335.744062,MAJ","130.669539","335.744062","MAJ","35","25","0","0"
"430.669539,69.077396,MAJ","430.669539","69.077396","MAJ","31","20","2","2"
"280.669539,469.077396,MAJ","280.669539","469.077396","MAJ","23","10","6","6"
"580.669539,269.077396,MAJ","580.669539","269.077396","MAJ","28","22","3","3"
"36.919539,46.855173,MAJ","36.919539","46.855173","MAJ","24","17","5","5"
"186.919539,246.855173,MAJ","186.919539","246.855173","MAJ","24","17","5","5"
"486.919539,180.188507,MAJ","486.919539","180.188507","MAJ","28","22","3","3"
"111.919539,580.188507,MAJ","111.919539","580.188507","MAJ","28","22","3","3"
"561.919539,513.52184,MAJ","561.919539","513.52184","MAJ","24","17","5","5"
"74.419539,313.52184,MAJ","74.419539","313.52184","MAJ","31","20","2","2"
"374.419539,24.632951,MAJ","374.419539","24.632951","MAJ","31","20","2","2"
"224.419539,424.632951,MAJ","224.419539","424.632951","MAJ","27","15","4","4"
"524.419539,224.632951,MAJ","524.419539","224.632951","MAJ","31","20","2","2"
"149.419539,157.966285,MAJ","149.419539","157.966285","MAJ","28","22","3","3"
"449.419539,557.966285,MAJ","449.419539","557.966285","MAJ","28","22","3","3"
"599.419539,91.299618,MAJ","599.419539","91.299618","MAJ","35","25","0","0"
"0.298445,491.299618,MAJ","0.298445","491.299618","MAJ","35","25","0","0"
"150.298445,17.225544,MAJ","150.298445","17.225544","MAJ","24","17","5","5"
"450.298445,417.225544,MAJ","450.298445","417.225544","MAJ","27","15","4","4"
"75.298445,217.225544,MAJ","75.298445","217.225544","MAJ","35","25","0","0"
"225.298445,550.558877,MAJ","225.298445","550.558877","MAJ","35","25","0","0"
"525.298445,350.558877,MAJ","525.298445","350.558877","MAJ","35","25","0","0"
"37.798445,83.89221,MAJ","37.798445","83.89221","MAJ","31","20","2","2"
"187.798445,283.89221,MAJ","187.798445","283.89221","MAJ","31","20","2","2"
"487.798445,61.669988,MAJ","487.798445","61.669988","MAJ","31","20","2","2"
"112.798445,461.669988,MAJ","112.798445","461.669988","MAJ","31","20","2","2"
"412.798445,261.669988,MAJ","412.798445","261.669988","MAJ","23","10","6","6"
"562.798445,595.003322,MAJ","562.798445","595.003322","MAJ","31","20","2","2"
"19.048445,395.003322,MAJ","19.048445","395.003322","MAJ","35","25","0","0"
"169.048445,528.336655,MAJ","169.048445","528.336655","MAJ","35","25","0","0"
"469.048445,328.336655,MAJ","469.048445","328.336655","MAJ","35","25","0","0"
"94.048445,39.447766,MAJ","94.048445","39.447766","MAJ","35","25","0","0"
"244.048445,239.447766,INT","244.048445","239.447766","INT","19","5","8","5"
"544.048445,172.781099,MAJ","544.048445","172.781099","MAJ","35","25","0","0"
"56.548445,572.781099,MAJ","56.548445","572.781099","MAJ","35","25","0","0"
"506.548445,506.114433,MAJ","506.548445","506.114433","MAJ","35","25","0","0"
"131.548445,306.114433,MAJ","131.548445","306.114433","MAJ","35","25","0","0"
"431.548445,9.818136,MAJ","431.548445","9.818136","MAJ","35","25","0","0"
"581.548445,209.818136,MAJ","581.548445","209.818136","MAJ","35","25","0","0"
"9.673445,143.15147,MAJ","9.673445","143.15147","MAJ","31","20","2","2"
"309.673445,543.15147,MAJ","309.673445","543.15147","MAJ","35","25","0","0"
"159.673445,343.15147,MAJ","159.673445","343.15147","MAJ","35","25","0","0"
"459.673445,76.484803,MAJ","459.673445","76.484803","MAJ","35","25","0","0"
"84.673445,476.484803,MAJ","84.673445","476.484803","MAJ","35","25","0","0"
"384.673445,276.484803,INT","384.673445","276.484803","INT","15","0","10","0"
"234.673445,54.262581,MAJ","234.673445","54.262581","MAJ","24","17","5","5"
"534.673445,454.262581,MAJ","534.673445","454.262581","MAJ","31","20","2","2"
"47.173445,254.262581,MAJ","47.173445","254.262581","MAJ","35","25","0","0"
"197.173445,587.595914,MAJ","197.173445","587.595914","MAJ","31","20","2","2"
"497.173445,387.595914,MAJ","497.173445","387.595914","MAJ","21","19","6","6"
"122.173445,120.929247,MAJ","122.173445","120.929247","MAJ","31","20","2","2"
"422.173445,520.929247,INT","422.173445","520.929247","INT","19","5","8","5"
"572.173445,32.040359,MAJ","572.173445","32.040359","MAJ","27","15","4","4"
"28.423445,432.040359,MAJ","28.423445","432.040359","MAJ","35","25","0","0"
"328.423445,232.040359,MAJ","328.423445","232.040359","MAJ","19","5","8","8"
"178.423445,165.373692,MAJ","178.423445","165.373692","MAJ","21","19","6","6"
"478.423445,565.373692,MAJ","478.423445","565.373692","MAJ","28","22","3","3"
"103.423445,365.373692,MAJ","103.423445","365.373692","MAJ","28","22","3","3"
"403.423445,98.707025,MAJ","403.423445","98.707025","MAJ","14","16","9","9"
"253.423445,498.707025,MAJ","253.423445","498.707025","MAJ","28","22","3","3"
"553.423445,298.707025,MAJ","553.423445","298.707025","MAJ","28","22","3","3"
"65.923445,7.349001,MAJ","65.923445","7.349001","MAJ","35","25","0","0"
"215.923445,207.349001,MAJ","215.923445","207.349001","MAJ","14","16","9","9"
"515.923445,140.682334,MAJ","515.923445","140.682334","MAJ","35","25","0","0"
"140.923445,540.682334,MAJ","140.923445","540.682334","MAJ","35","25","0","0"
"440.923445,340.682334,INT","440.923445","340.682334","INT","19","5","8","5"
"290.923445,74.015667,MAJ","290.923445","74.015667","MAJ","14","16","9","9"
"590.923445,474.015667,MAJ","590.923445","474.015667","MAJ","31","20","2","2"
"4.985945,274.015667,MAJ","4.985945","274.015667","MAJ","31","20","2","2"
"304.985945,51.793445,MAJ","304.985945","51.793445","MAJ","14","16","9","9"
"154.985945,451.793445,MAJ","154.985945","451.793445","MAJ","28","22","3","3"
"454.985945,251.793445,MAJ","454.985945","251.793445","MAJ","28","22","3","3"
"79.985945,185.126778,MAJ","79.985945","185.126778","MAJ","21","19","6","6"
"379.985945,585.126778,MAJ","379.985945","585.126778","MAJ","28","22","3","3"
"229.985945,385.126778,MAJ","229.985945","385.126778","MAJ","9","4","12","12"
"529.985945,118.460112,MAJ","529.985945","118.460112","MAJ","28","22","3","3"
"42.485945,518.460112,MAJ","42.485945","518.460112","MAJ","21","19","6","6"
"192.485945,29.571223,MAJ","192.485945","29.571223","MAJ","28","22","3","3"
"492.485945,429.571223,MAJ","492.485945","429.571223","MAJ","24","17","5","5"
"117.485945,229.571223,MAJ","117.485945","229.571223","MAJ","31","20","2","2"
"417.485945,162.904556,MAJ","417.485945","162.904556","MAJ","0","10","15","15"
"267.485945,562.904556,MAJ","267.485945","562.904556","MAJ","31","20","2","2"
"567.485945,362.904556,MAJ","567.485945","362.904556","MAJ","31","20","2","2"
"23.735945,96.237889,MAJ","23.735945","96.237889","MAJ","35","25","0","0"
"323.735945,496.237889,MAJ","323.735945","496.237889","MAJ","19","5","8","8"
"173.735945,296.237889,MAJ","173.735945","296.237889","MAJ","35","25","0","0"
"473.735945,22.163815,MAJ","473.735945","22.163815","MAJ","31","20","2","2"
"98.735945,422.163815,MAJ","98.735945","422.163815","MAJ","31","20","2","2"
"398.735945,222.163815,MAJ","398.735945","222.163815","MAJ","20","12","7","7"
"548.735945,555.497149,MAJ","548.735945","555.497149","MAJ","31","20","2","2"
"61.235945,355.497149,MAJ","61.235945","355.497149","MAJ","31","20","2","2"
"211.235945,488.830482,MAJ","211.235945","488.830482","MAJ","31","20","2","2"
"511.235945,288.830482,MAJ","511.235945","288.830482","MAJ","31","20","2","2"
"136.235945,66.60826,MAJ","136.235945","66.60826","MAJ","35","25","0","0"
"586.235945,199.941593,MAJ","586.235945","199.941593","MAJ","35","25","0","0"
"14.360945,599.941593,MAJ","14.360945","599.941593","MAJ","31","20","2","2"
"164.360945,133.274927,MAJ","164.360945","133.274927","MAJ","28","22","3","3"
"464.360945,533.274927,MAJ","464.360945","533.274927","MAJ","28","22","3","3"
"89.360945,333.274927,MAJ","89.360945","333.274927","MAJ","28","22","3","3"
"389.360945,44.386038,MAJ","389.360945","44.386038","MAJ","31","20","2","2"
"239.360945,444.386038,MAJ","239.360945","444.386038","MAJ","19","5","8","8"
"539.360945,244.386038,MAJ","539.360945","244.386038","MAJ","31","20","2","2"
"51.860945,177.719371,MAJ","51.860945","177.719371","MAJ","31","20","2","2"
"351.860945,577.719371,MAJ","351.860945","577.719371","MAJ","31","20","2","2"
"201.860945,377.719371,MAJ","201.860945","377.719371","MAJ","35","25","0","0"
"501.860945,111.052704,MAJ","501.860945","111.052704","MAJ","35","25","0","0"
"126.860945,511.052704,MAJ","126.860945","511.052704","MAJ","31","20","2","2"
"426.860945,311.052704,MAJ","426.860945","311.052704","MAJ","19","5","8","8"
"276.860945,14.756408,MAJ","276.860945","14.756408","MAJ","35","25","0","0"
"576.860945,414.756408,MAJ","576.860945","414.756408","MAJ","35","25","0","0"
"33.110945,214.756408,MAJ","33.110945","214.756408","MAJ","35","25","0","0"
"183.110945,548.089741,MAJ","183.110945","548.089741","MAJ","35","25","0","0"
"483.110945,348.089741,MAJ","483.110945","348.089741","MAJ","35","25","0","0"
"108.110945,81.423075,MAJ","108.110945","81.423075","MAJ","35","25","0","0"
"558.110945,59.200852,MAJ","558.110945","59.200852","MAJ","27","15","4","4"
"70.610945,459.200852,MAJ","70.610945","459.200852","MAJ","31","20","2","2"
"370.610945,259.200852,INT","370.610945","259.200852","INT","15","0","10","0"
"220.610945,192.534186,MAJ","220.610945","192.534186","MAJ","10","11","11","11"
"520.610945,592.534186,MAJ","520.610945","592.534186","MAJ","27","15","4","4"
"145.610945,392.534186,MAJ","145.610945","392.534186","MAJ","27","15","4","4"
"445.610945,125.867519,MAJ","445.610945","125.867519","MAJ","19","5","8","8"
"295.610945,525.867519,MAJ","295.610945","525.867519","MAJ","31","20","2","2"
"595.610945,325.867519,MAJ","595.610945","325.867519","MAJ","31","20","2","2"
"2.642195,36.97863,MAJ","2.642195","36.97863","MAJ","27","15","4","4"
"152.642195,236.97863,MAJ","152.642195","236.97863","MAJ","31","20","2","2"
"452.642195,170.311964,MAJ","452.642195","170.311964","MAJ","24","17","5","5"
"77.642195,570.311964,MAJ","77.642195","570.311964","MAJ","31","20","2","2"
"527.642195,503.645297,MAJ","527.642195","503.645297","MAJ","35","25","0","0"
"40.142195,303.645297,MAJ","40.142195","303.645297","MAJ","35","25","0","0"
"340.142195,4.879865,MAJ","340.142195","4.879865","MAJ","28","22","3","3"
"190.142195,404.879865,MAJ","190.142195","404.879865","MAJ","35","25","0","0"
"490.142195,204.879865,MAJ","490.142195","204.879865","MAJ","28","22","3","3"
"115.142195,138.213198,MAJ","115.142195","138.213198","MAJ","27","15","4","4"
"415.142195,538.213198,MAJ","415.142195","538.213198","MAJ","19","5","8","8"
"565.142195,71.546531,MAJ","565.142195","71.546531","MAJ","31","20","2","2"
"21.392195,471.546531,MAJ","21.392195","471.546531","MAJ","35","25","0","0"
"171.392195,49.324309,MAJ","171.392195","49.324309","MAJ","35","25","0","0"
"471.392195,449.324309,MAJ","471.392195","449.324309","MAJ","19","5","8","8"
"96.392195,249.324309,MAJ","96.392195","249.324309","MAJ","35","25","0","0"
"396.392195,182.657643,MAJ","396.392195","182.657643","MAJ","7","13","12","12"
"246.392195,582.657643,MAJ","246.392195","582.657643","MAJ","35","25","0","0"
"546.392195,382.657643,MAJ","546.392195","382.657643","MAJ","35","25","0","0"
"58.892195,115.990976,MAJ","58.892195","115.990976","MAJ","35","25","0","0"
"358.892195,515.990976,INT","358.892195","515.990976","INT","19","5","8","5"
